"SpeciesID.1" "PC1" "PC2" "PC3"
"HI.4257.001.BioOHT_47.V14_calmd.bam" -57.0491045609642 45.0762668167765 1.77504891653755
"HI.4257.001.BioOHT_48.DDS81_calmd.bam" -61.1556628106201 -25.7895355883796 -33.8812454443671
"HI.4257.001.BioOHT_49.H873_calmd.bam" 212.751078702916 -2.36363886326512 -0.0142576547224105
"HI.4257.001.BioOHT_4.Yu16_calmd.bam" -52.4759099976601 44.9923800231451 9.87589490685491
"HI.4257.001.BioOHT_50.H413a_calmd.bam" -44.3551973474427 59.4311122807138 5.09451648936144
"HI.4257.001.BioOHT_51.DDS298_calmd.bam" -61.1627177166818 -36.5219434687839 26.1578657419408
"HI.4257.001.BioOHT_52.04_54_calmd.bam" -63.1128250833649 -34.4765780614369 10.0128654595825
"HI.4257.001.BioOHT_53.DDS25_calmd.bam" -62.4967166153037 -36.4929397063665 26.8800493122779
"HI.4257.001.BioOHT_54.H1021_calmd.bam" 211.501154379319 -2.00667285627062 0.13305725691261
"HI.4257.001.BioOHT_55.P122_calmd.bam" -51.7215005516528 62.2553720625571 6.00710857691274
"HI.4257.001.BioOHT_56.H323_calmd.bam" -52.9554845959926 62.0486252471471 5.70138192923201
"HI.4257.001.BioOHT_57.H340_calmd.bam" -61.3690560145838 -26.2122219287689 -31.8835511953236
"HI.4257.001.BioOHT_58.BP14_calmd.bam" -59.9669640442487 37.9893133304673 -13.8812639436336
"HI.4257.001.BioOHT_59.V19_calmd.bam" -48.3776481993725 47.1439131057446 1.60335277582847
"HI.4257.001.BioOHT_5.DDS296_calmd.bam" -62.8255769308676 -34.5508300655423 15.0316669706684
"HI.4257.001.BioOHT_60.H276_calmd.bam" -56.3101693568157 61.2213509513008 5.62344973642015
"HI.4257.001.BioOHT_61.C115_calmd.bam" -63.227379690326 -36.4766440216375 27.1191644787871
"HI.4257.001.BioOHT_62.H649_calmd.bam" 210.529185873233 -2.21107701159809 0.0685659699358491
"HI.4257.001.BioOHT_63.H312_calmd.bam" -61.7207198062387 -28.1875065320393 -30.2206330925328
"HI.4257.001.BioOHT_64.04_55_calmd.bam" -60.637104119573 -22.0045310333198 -49.322413201475
"HI.4257.001.BioOHT_65.P114_calmd.bam" -57.4387910805504 62.3169795812869 5.63341825623755
"HI.4257.001.BioOHT_66.H294_calmd.bam" -58.9388923102126 62.6102411226637 5.66034233498686
"HI.4257.001.BioOHT_67.H623_calmd.bam" -60.8242391356406 -22.0030051911249 -49.8641215849186
"HI.4257.001.BioOHT_68.DDS82_calmd.bam" -62.5279697216742 -32.8068756102911 4.12739403329487
"HI.4257.001.BioOHT_69.H924_calmd.bam" 212.329733984387 -2.35670228053887 0.0484129734653105
"HI.4257.001.BioOHT_6.NZFS184C_calmd.bam" -61.0745750907067 -23.2111234793005 -51.1364134557447
"HI.4257.001.BioOHT_70.H864_calmd.bam" 211.441401912999 -2.41150456334679 -0.0231356546243942
"HI.4257.001.BioOHT_71.TB2_calmd.bam" -63.1801838982533 -36.3595934096969 27.0153815673975
"HI.4257.001.BioOHT_72.H239_calmd.bam" -63.0774135408787 -35.9042815119063 26.8859713129174
"HI.4257.001.BioOHT_73.H868_calmd.bam" 199.260054834464 -1.70333000729837 0.149747843804079
"HI.4257.001.BioOHT_74.TB5_calmd.bam" -63.407777804059 -37.4392629178271 27.4085753121749
"HI.4257.001.BioOHT_75.H359_calmd.bam" 201.327663289051 -1.30919781072482 0.114402441826743
"HI.4257.001.BioOHT_76.DDS241_calmd.bam" -60.9258274514813 -27.949556711603 -28.6738971161951
"HI.4257.001.BioOHT_77.DDS100_calmd.bam" -61.6552871633553 -28.4835248344004 -23.0797973051735
"HI.4257.001.BioOHT_78.BP18_calmd.bam" -62.3952474183026 -28.4978831511059 -6.36997707977112
"HI.4257.001.BioOHT_79.ES130_calmd.bam" -59.1607736269239 -15.0117712462779 -9.22882886746825
"HI.4257.001.BioOHT_7.NZFS601_calmd.bam" -61.0816435407136 -23.2246169767263 -51.0986215970629
"HI.4257.001.BioOHT_80.DDS170_calmd.bam" -62.5513121540456 -36.7123864805137 27.0766202707576
"HI.4257.001.BioOHT_81.AT146_calmd.bam" -59.8060269146636 31.9230569070583 -13.4796292013605
"HI.4257.001.BioOHT_82.H871_calmd.bam" 212.616412537456 -2.34860790199825 0.0640307398273758
"HI.4257.001.BioOHT_83.DDS154_calmd.bam" -62.9549284376592 -35.9325027111059 26.8897456791636
"HI.4257.001.BioOHT_84.DDS257_calmd.bam" -59.9632715805616 37.9999539943547 -13.8997821895702
"HI.4257.001.BioOHT_85.04_544_calmd.bam" -63.4145160121179 -37.4380816115953 27.3728842409823
"HI.4257.001.BioOHT_86.H346_calmd.bam" -58.8545535030136 62.5790469315249 5.66690876425005
"HI.4257.001.BioOHT_87.785401_calmd.bam" 210.352850113891 -2.12060802177756 -0.141033131805736
"HI.4257.001.BioOHT_88.782401_calmd.bam" -61.0590194728205 -24.0627917210614 -45.6838851378256
"HI.4257.001.BioOHT_89.H2091_calmd.bam" -57.3384913708301 -22.9637460131124 -48.5644104251693
"HI.4257.001.BioOHT_90.H328_calmd.bam" -54.5402330346263 17.3267625504659 -4.31996960739401
"HI.4257.001.BioOHT_91.H809_calmd.bam" 212.392525280258 -2.28187036625286 0.0910576413465402
"HI.4257.001.BioOHT_92.H234D_calmd.bam" -61.07120571049 -23.2583818711523 -51.122834344232
"HI.4257.001.BioOHT_93.C513_calmd.bam" -63.3742986260197 -37.2819941880451 27.3839121669805
"HI.4257.001.BioOHT_94.C514_calmd.bam" -63.4076580395007 -37.3713971390575 27.3798303327962
"HI.4257.001.BioOHT_95.I185_calmd.bam" 198.99424459558 -1.25071732791684 0.364986993327256
"HI.4257.001.BioOHT_96.04_56_calmd.bam" -63.0385960205098 -36.0043924180458 26.8964771240042
"HI.4257.001.BioOHT_97.US137_calmd.bam" -58.287627717962 -25.3983154960081 -43.1723867392998
"HI.4257.001.BioOHT_9.PG40_calmd.bam" 199.320120001699 -1.17688795516823 0.551747384399125
